1990s_빈도_1,1990s_빈도_2,1990s_빈도_3,1990s_빈도_4,1990s_빈도_5,1990s_빈도_6,1990s_빈도_7,1990s_빈도_8,1990s_빈도_9,1990s_빈도_10,2000s_빈도_1,2000s_빈도_2,2000s_빈도_3,2000s_빈도_4,2000s_빈도_5,2000s_빈도_6,2000s_빈도_7,2000s_빈도_8,2000s_빈도_9,2000s_빈도_10,2010s_빈도_1,2010s_빈도_2,2010s_빈도_3,2010s_빈도_4,2010s_빈도_5,2010s_빈도_6,2010s_빈도_7,2010s_빈도_8,2010s_빈도_9,2010s_빈도_10,2020s_빈도_1,2020s_빈도_2,2020s_빈도_3,2020s_빈도_4,2020s_빈도_5,2020s_빈도_6,2020s_빈도_7,2020s_빈도_8,2020s_빈도_9,2020s_빈도_10
"('모습', 4)","('후회', 4)","('넌', 4)","('거', 3)","('속', 2)","('사람', 2)","('중', 2)","('인연', 2)","('번', 2)","('원한', 2)","('맘', 3)","('눈물', 2)","('사랑', 2)","('행복', 2)","('정리', 2)","('테', 2)","('사람', 1)","('한걸음', 1)","('인사', 1)","('걸음', 1)","('순간', 4)","('준비', 3)","('선물', 3)","('게', 3)","('일상', 3)","('눈', 2)","('사랑', 2)","('남', 2)","('얘기', 2)","('예뻐', 2)",,,,,,,,,,
"('사랑', 8)","('세상', 5)","('사람', 4)","('실패', 3)","('고뇌', 3)","('해답', 3)","('인연', 2)","('그리움', 2)","('곳', 2)","('지혜', 2)","('베개', 7)","('날', 5)","('잠', 5)","('꿈속', 3)","('그리워', 3)","('거', 2)","('밤', 2)","('위', 2)","('사랑', 2)","('하룻밤', 1)","('마지막', 18)","('날', 7)","('생각', 4)","('너에게', 4)","('거짓말', 3)","('키스', 3)","('사랑', 3)","('밤', 3)","('내일', 3)","('넌', 2)",,,,,,,,,,
"('눈물', 4)","('내', 4)","('뿐', 4)","('생각', 3)","('환상', 2)","('그리워', 2)","('목이', 2)","('거', 2)","('게로', 2)","('마음', 2)","('거', 7)","('가요', 6)","('말', 4)","('이제', 3)","('요즘', 3)","('꺼', 3)","('게', 3)","('예전', 2)","('오늘', 2)","('하루', 2)","('이 노래', 11)","('노래', 6)","('얘기', 3)","('귀', 3)","('몸부림', 3)","('하루', 2)","('앞', 2)","('끝', 1)","('집', 1)","('거리', 1)",,,,,,,,,,
"('오늘', 6)","('기억', 5)","('후회', 4)","('모습', 4)","('사실', 3)","('채', 3)","('속', 3)","('의미', 3)","('하루', 2)","('종일', 2)","('번', 13)","('말', 5)","('날', 5)","('사랑', 4)","('여자', 3)","('하루', 3)","('키스', 3)","('뿐', 3)","('비밀', 3)","('호야', 3)","('I Love', 11)","('고민', 4)","('말', 2)","('틱', 2)","('눈빛', 2)","('입술', 2)","('마르지', 2)","('오랜만', 2)","('지도', 2)","('밤', 2)",,,,,,,,,,
"('말', 4)","('부담', 3)","('넌', 3)","('눈빛', 3)","('여자', 3)","('마찬가지', 3)","('학교', 2)","('버스', 2)","('자리', 2)","('아니야', 2)","('말', 11)","('사랑', 9)","('머릿속', 7)","('꿈', 7)","('오늘', 5)","('세상', 5)","('날', 4)","('거', 3)","('미친 사랑', 2)","('오늘밤', 2)","('거', 6)","('맘', 5)","('선물', 3)","('고르고', 3)","('건', 3)","('게', 3)","('말', 2)","('옷', 2)","('떡', 2)","('이제', 1)",,,,,,,,,,
"('거', 4)","('여자', 4)","('사람', 2)","('곁', 2)","('이제', 2)","('사랑', 2)","('짜증', 2)","('떡', 2)","('남자', 2)","('번', 2)","('거짓말', 8)","('말', 4)","('속', 3)","('필요', 3)","('홧김', 3)","('나라', 2)","('밤', 1)","('비', 1)","('기억', 1)","('끝', 1)","('불장난', 7)","('사랑은', 4)","('엄마', 3)","('날', 3)","('불길', 3)","('말', 2)","('맘', 2)","('넌', 2)","('인지', 2)","('심장', 2)",,,,,,,,,,
"('비', 9)","('건', 6)","('너만이', 4)","('날', 3)","('사랑', 3)","('꿈', 3)","('거', 3)","('마음', 2)","('듯', 2)","('미소', 2)","('다짐', 5)","('숨', 4)","('사람', 3)","('왼쪽', 3)","('가슴', 3)","('하루', 3)","('종일', 3)","('생각', 3)","('소식', 3)","('달', 3)","('맛', 12)","('제일', 5)","('건', 5)","('여름', 5)","('말', 5)","('녹', 4)","('아든', 4)","('스트로', 4)","('베리', 4)","('코너', 4)",,,,,,,,,,
"('쇼', 32)","('킹', 32)","('야야', 13)","('필요', 6)","('살', 4)","('이해', 4)","('넌', 3)","('말', 3)","('애인', 3)","('너에게', 2)","('사람', 5)","('사랑', 5)","('가슴', 4)","('말', 3)","('바보', 2)","('눈물', 2)","('눈가', 2)","('입가', 2)","('발버둥', 2)","('술', 2)","('가슴', 6)","('운명', 5)","('넌', 4)","('눈', 3)","('눈동자', 3)","('바', 3)","('꿈', 3)","('헤어', 1)","('인연', 1)","('끈', 1)",,,,,,,,,,
"('말', 5)","('꿈속', 4)","('Come on', 3)","('손', 3)","('테', 3)","('선', 3)","('의미', 3)","('번', 3)","('넌', 2)","('꿈', 2)","('하늘', 7)","('눈', 4)","('전', 4)","('사랑', 4)","('꿈', 2)","('여름날', 2)","('겨울', 2)","('가을', 2)","('곁', 2)","('사랑하니까', 2)","('두그', 18)","('낯선', 18)","('여자', 6)","('향기', 6)","('사람', 5)","('맘', 4)","('만남', 4)","('눈', 3)","('처음', 1)","('침착', 1)",,,,,,,,,,
"('세상', 6)","('이제', 5)","('겨울', 2)","('맘', 2)","('합격자', 2)","('발표', 2)","('날', 2)","('고생', 2)","('끝', 2)","('행복', 2)","('사랑', 4)","('말', 4)","('듯', 3)","('마음', 3)","('눈물', 3)","('남자', 3)","('앞', 3)","('하루', 2)","('표정', 2)","('술', 2)","('나나', 6)","('맘', 6)","('다짐', 4)","('뿐', 4)","('생각', 3)","('건', 3)","('획', 3)","('콧노래', 2)","('날', 2)","('종일', 2)",,,,,,,,,,
"('꽃', 7)","('거', 3)","('속', 2)","('길', 2)","('영원', 2)","('사랑했는데', 2)","('곁', 2)","('아침햇살', 1)","('내방', 1)","('창가', 1)","('이제', 6)","('겁쟁이', 4)","('목소리', 4)","('숨', 4)","('다짐', 4)","('가지', 3)","('번', 3)","('하루', 2)","('눈물', 2)","('아침', 1)","('너와 나', 6)","('이유', 5)","('처음', 5)","('사랑', 4)","('빛', 3)","('세상', 3)","('별', 3)","('후회', 3)","('사랑이란', 2)","('감정', 2)",,,,,,,,,,
"('기억', 3)","('마지막', 3)","('번', 3)","('날', 3)","('정리', 2)","('미련', 2)","('이유', 2)","('눈썹', 2)","('모시', 2)","('고와', 2)","('가슴', 5)","('눈물', 4)","('사랑', 3)","('말', 3)","('한숨', 3)","('거짓말', 2)","('끝', 1)","('숨', 1)","('눈', 1)","('머리', 1)","('전', 4)","('눈', 4)","('중', 4)","('시차', 4)","('꿈', 3)","('낮과 밤', 3)","('밤새', 2)","('모니터', 2)","('침', 2)","('문신', 2)",,,,,,,,,,
"('말', 8)","('그대에게', 6)","('뒤', 3)","('후회', 3)","('하진', 3)","('할거', 2)","('결혼', 2)","('저녁', 2)","('거', 2)","('겁', 1)","('사람', 15)","('죄', 15)","('사랑', 10)","('인해', 10)","('눈물', 4)","('가슴', 2)","('거짓말', 2)","('말', 2)","('밖', 2)","('모진', 2)","('느낌', 18)","('넌', 14)","('날', 10)","('척', 2)","('낯선', 2)","('번호', 2)","('한번', 2)","('거', 2)","('게', 2)","('고개', 1)",,,,,,,,,,
"('날', 6)","('거', 3)","('세상', 3)","('외면', 3)","('사랑', 3)","('눈물', 2)","('바람결', 1)","('하루하루', 1)","('마음', 1)","('이제', 1)","('날', 10)","('데', 5)","('가슴', 3)","('사랑', 3)","('사랑해 사랑해', 3)","('말', 2)","('대체', 2)","('상처', 2)","('품', 2)","('뜻', 1)","('말', 10)","('마음', 3)","('얼굴', 2)","('날', 2)","('오빠야', 1)","('사람', 1)","('얘기', 1)","('눈', 1)","('앞', 1)","('귀', 1)",,,,,,,,,,
"('날개', 11)","('날', 7)","('이제', 5)","('하늘', 4)","('마음', 3)","('꿈', 3)","('구속', 3)","('다행', 3)","('자유', 3)","('거', 2)","('말', 7)","('이제', 4)","('사랑', 3)","('발소리', 3)","('사람', 2)","('약속', 2)","('뿐', 2)","('가슴', 2)","('내리', 1)","('거리', 1)","('원', 4)","('눈치', 3)","('번', 3)","('맘', 3)","('반응', 3)","('눈빛', 2)","('주네', 2)","('그런지', 2)","('힘', 2)","('네가 좋아', 2)",,,,,,,,,,
"('바보', 11)","('마음', 10)","('거', 8)","('사랑', 7)","('앞', 5)","('넌', 4)","('친구', 4)","('순수', 3)","('생각', 3)","('오늘', 2)","('말', 16)","('이상해', 4)","('여자', 3)","('친구', 3)","('첨', 2)","('상해', 2)","('애', 2)","('남자', 2)","('건', 2)","('얘기', 2)","('위험', 15)","('서로', 3)","('입', 3)","('너에게', 3)","('이건', 3)","('선', 3)","('오렌지', 3)","('빛깔', 3)","('그림', 3)","('머리', 3)",,,,,,,,,,
"('나무', 4)","('이 노래', 4)","('드릴', 4)","('그늘', 3)","('세상', 2)","('꿈', 2)","('가요', 1)","('뒤', 1)","('아름드리', 1)","('그루', 1)","('말', 18)","('날', 9)","('사랑', 6)","('꿈', 4)","('번', 3)","('필요', 3)","('가슴', 2)","('전기', 2)","('어쩌면 좋아', 1)","('감전', 1)","('사치', 12)","('거', 5)","('세상', 4)","('말', 4)","('집', 3)","('곁', 3)","('입맞춤', 3)","('잠', 3)","('그림', 2)","('하루', 2)",,,,,,,,,,
"('꿈', 4)","('세월', 3)","('추억', 3)","('라라', 3)","('얼굴', 2)","('웃음', 2)","('나날', 2)","('생각', 2)","('시절', 2)","('우리들의', 2)","('Come on', 4)","('밤', 4)","('노크', 4)","('Toc Toc Toc', 4)","('오늘밤', 4)","('오늘', 3)","('불', 3)","('느낌', 3)","('맘', 3)","('초대', 2)","('번', 4)","('사랑', 4)","('괜찮아', 3)","('꿈', 3)","('너에게', 2)","('행복', 2)","('상처', 1)","('그날', 1)","('모진', 1)","('말', 1)",,,,,,,,,,
"('이제', 8)","('사랑', 4)","('틀', 3)","('기쁨', 3)","('마음', 3)","('사람', 2)","('바보', 2)","('후회', 2)","('친구', 1)","('무지', 1)","('안녕', 14)","('어둠', 3)","('속', 3)","('기억', 3)","('입술', 3)","('사랑해', 3)","('추억', 3)","('눈물', 3)","('사랑해요', 3)","('비행기', 2)","('게', 8)","('말', 6)","('품', 5)","('그날', 4)","('밤', 4)","('입', 4)","('순간', 4)","('너에게', 3)","('끝', 2)","('상처', 2)",,,,,,,,,,
"('거', 10)","('눈물', 5)","('행복', 5)","('날', 4)","('앞', 4)","('나를 불러줘', 4)","('생각', 3)","('눈', 3)","('맘', 3)","('속', 3)","('사랑', 7)","('너 때문에', 4)","('말', 4)","('나야', 3)","('하늘', 3)","('세상', 3)","('너와 나', 3)","('태양', 3)","('미소', 2)","('끝', 2)","('오늘', 4)","('날', 3)","('말', 3)","('틈', 2)","('맘', 2)","('발', 2)","('땅', 2)","('이별', 2)","('위', 2)","('신사', 2)",,,,,,,,,,
"('거', 6)","('이별', 4)","('한번쯤', 2)","('의심', 2)","('오늘', 2)","('실패', 2)","('얘기', 2)","('거짓말', 2)","('이제', 2)","('필요', 2)","('사람', 3)","('부탁', 2)","('숨', 2)","('사랑합니다', 2)","('마음', 1)","('무릎', 1)","('내 사랑', 1)","('목숨', 1)","('내 여자', 1)","('게', 1)","('가시', 16)","('날', 13)","('거', 9)","('아냐', 4)","('넌', 4)","('약속', 3)","('이제', 2)","('꽃', 2)","('향기', 2)","('원', 2)",,,,,,,,,,
"('사랑', 4)","('이유', 4)","('이제', 4)","('밤', 2)","('기억 속으로', 2)","('얘기', 2)","('가슴', 2)","('추억', 2)","('미소', 2)","('주네', 2)","('사랑', 7)","('기억', 6)","('모습', 6)","('눈물', 5)","('바람', 2)","('속', 2)","('하루', 2)","('너머', 2)","('날', 2)","('마다', 2)","('마음', 7)","('말', 6)","('하늘', 5)","('위', 5)","('몸매', 3)","('미술', 3)","('오늘', 3)","('의상', 3)","('몸', 3)","('이제', 3)",,,,,,,,,,
"('생각', 3)","('꺼', 3)","('모습', 2)","('세월', 2)","('기억', 2)","('마음', 2)","('사랑', 2)","('추억', 1)","('맘', 1)","('속', 1)","('길', 5)","('사랑은', 4)","('가슴', 3)","('춤', 3)","('눈물', 2)","('채', 2)","('사랑', 2)","('추억', 2)","('날', 2)","('미련', 2)","('사랑', 6)","('말', 3)","('맘', 3)","('행복', 3)","('기억', 3)","('고개', 2)","('뒷모습', 2)","('번', 2)","('추억', 2)","('게', 2)",,,,,,,,,,
"('날', 4)","('사랑', 3)","('속', 2)","('이별', 2)","('끝', 2)","('그리움', 2)","('시작', 2)","('꿈', 2)","('기억', 2)","('마지막', 2)","('라라', 9)","('가슴', 5)","('님', 5)","('사랑', 5)","('새', 4)","('이름', 3)","('내', 3)","('게로', 3)","('바람', 2)","('날', 2)","('넌', 6)","('행복', 6)","('날', 5)","('이 노래', 3)","('사람', 3)","('너에게', 3)","('비', 2)","('소리', 2)","('속', 2)","('노래', 2)",,,,,,,,,,
"('날', 8)","('사랑', 5)","('말', 4)","('아무것', 4)","('오늘', 3)","('하루', 2)","('아침', 2)","('후회', 1)","('만남', 1)","('준비', 1)","('길', 6)","('사람', 6)","('사랑', 4)","('번', 3)","('내 사랑', 2)","('품', 2)","('걱정', 2)","('대답', 2)","('하늘', 2)","('아래', 2)","('오오', 12)","('씨', 5)","('분', 4)","('껌', 4)","('좋아 좋아', 4)","('유후', 3)","('만사', 3)","('오케이', 3)","('어절', 3)","('옹', 3)",,,,,,,,,,
"('사랑', 10)","('이세상', 3)","('이유', 3)","('제라', 3)","('거', 2)","('삶', 2)","('날', 2)","('눈물', 2)","('마지막', 2)","('고백', 2)","('말', 5)","('날', 3)","('사람', 3)","('행복', 3)","('게', 2)","('거', 2)","('오늘', 2)","('하루', 2)","('마지막', 2)","('바보', 2)","('머리', 4)","('건', 2)","('손때', 2)","('손수건', 2)","('언니', 2)","('택', 2)","('손', 2)","('떼', 2)","('헝클어진 머리칼', 2)","('아이스크림', 2)",,,,,,,,,,
"('사랑', 4)","('번', 3)","('속', 3)","('어둠', 3)","('마지막', 2)","('맘', 2)","('이예', 2)","('기억', 2)","('추억', 2)","('행복', 2)","('테', 4)","('손', 3)","('날', 2)","('미련', 2)","('기억', 2)","('기도', 2)","('사랑', 2)","('하루', 2)","('평생', 1)","('곁', 1)","('피', 10)","('땀', 10)","('눈물', 10)","('원', 8)","('마지막', 3)","('춤', 3)","('숨', 3)","('날', 3)","('몸', 1)","('마음', 1)",,,,,,,,,,
"('사랑', 5)","('거', 5)","('넌', 3)","('이제', 3)","('품', 3)","('날', 2)","('아픔', 2)","('하나로', 2)","('꿈', 2)","('뒤', 1)","('사랑', 4)","('세상', 3)","('뒤', 3)","('사람', 3)","('남', 2)","('데', 2)","('거', 2)","('맘', 2)","('눈물', 2)","('눈', 2)","('반', 29)","('텐', 5)","('데', 5)","('채', 3)","('반도', 3)","('하네', 3)","('달', 3)","('게', 2)","('생각', 2)","('리가', 2)",,,,,,,,,,
"('얘기', 4)","('거', 3)","('마지막', 3)","('말', 2)","('일방', 2)","('그동안', 2)","('사랑', 2)","('거짓말', 2)","('비참', 2)","('끝', 2)","('사랑', 4)","('이별', 3)","('사람', 2)","('고민', 1)","('이제', 1)","('표정', 1)","('몇 번을', 1)","('대답', 1)","('가슴', 1)","('자리', 1)","('거', 11)","('번', 6)","('말', 5)","('오늘', 5)","('넌', 5)","('맘', 3)","('전화', 3)","('가요', 2)","('하루', 2)","('종일', 2)",,,,,,,,,,
"('사랑', 5)","('남자', 4)","('친구', 3)","('아냐', 2)","('말', 2)","('곁', 2)","('사람', 2)","('뿐', 2)","('번', 2)","('내 사랑', 2)","('눈물', 8)","('속', 7)","('눈', 7)","('봄이', 6)","('마음', 5)","('세', 4)","('목소리', 3)","('제자리', 3)","('하루', 2)","('방', 2)","('얼굴', 8)","('맘', 4)","('말', 3)","('상처', 3)","('원', 3)","('넌', 3)","('게', 3)","('예뻐', 3)","('표정', 3)","('날', 3)",,,,,,,,,,
"('사랑', 9)","('날', 4)","('모습', 4)","('약속', 2)","('행복', 2)","('한때', 2)","('사랑해', 2)","('넌', 2)","('바보', 2)","('용서', 1)","('돈', 12)","('꿈', 11)","('행복', 8)","('세상', 7)","('독', 6)","('숨', 4)","('기준', 4)","('부모', 3)","('속', 3)","('소리', 3)","('날', 7)","('사랑', 4)","('하루', 3)","('가슴', 3)","('대답', 3)","('게', 2)","('말', 2)","('듯', 2)","('채운', 2)","('통증', 2)",,,,,,,,,,
"('생각', 5)","('모습', 4)","('사람', 3)","('가슴', 2)","('비틀', 2)","('절', 2)","('행복', 2)","('짝', 2)","('사랑', 2)","('말', 2)","('사랑', 9)","('거', 5)","('사람', 3)","('날', 3)","('때문', 2)","('잘못', 2)","('오늘', 1)","('어제', 1)","('이별', 1)","('걱정', 1)","('건', 2)","('인연', 2)","('운명', 2)","('사람', 2)","('눈물', 1)","('돌고', 1)","('피해', 1)","('지지', 1)","('사랑', 1)","('눈빛', 1)",,,,,,,,,,
"('거', 4)","('사랑', 3)","('곁', 2)","('꿈결', 2)","('미래', 2)","('느낌', 2)","('모습', 1)","('비밀', 1)","('말', 1)","('처음', 1)","('마리아', 16)","('아베', 8)","('구름', 4)","('끝', 4)","('파도', 4)","('우', 3)","('눈앞', 2)","('절대', 2)","('시작', 1)","('태양', 1)","('반대', 4)","('말', 4)","('너에게', 3)","('소설', 3)","('끝', 3)","('권', 3)","('사랑', 3)","('마지막', 3)","('장면', 3)","('뒷걸음질', 2)",,,,,,,,,,
"('오늘', 3)","('오늘밤', 3)","('새', 3)","('하늘', 3)","('어제', 2)","('세상', 2)","('혼신', 2)","('힘', 2)","('노래', 2)","('마리', 2)","('사랑', 8)","('사람', 7)","('거짓말', 2)","('때문', 2)","('날', 2)","('말', 1)","('아냐', 1)","('거', 1)","('욕', 1)","('고생', 1)","('사랑', 12)","('추억', 3)","('멜로드라마', 3)","('결말', 3)","('이제', 3)","('조명', 3)","('마지막', 3)","('페이지', 3)","('기억', 3)","('건', 2)",,,,,,,,,,
"('나나', 40)","('꿈', 10)","('이 노래', 10)","('적', 5)","('노래', 4)","('주문', 4)","('날', 3)","('쯤', 2)","('길', 2)","('간섭', 1)","('날', 6)","('사랑', 3)","('게', 2)","('가슴', 2)","('온대', 2)","('사람', 2)","('생각', 1)","('불', 1)","('데', 1)","('물', 1)","('사람', 6)","('그날', 5)","('날', 4)","('사랑', 3)","('이제', 3)","('눈', 2)","('좋아서', 2)","('얼굴', 2)","('딴청', 2)","('넌', 1)",,,,,,,,,,
"('마음', 2)","('사랑', 2)","('테', 2)","('가요', 1)","('짐', 1)","('대도', 1)","('사람', 1)","('생각', 1)","('기억', 1)","('힘', 1)","('위', 11)","('듯이', 10)","('하늘', 8)","('밤', 6)","('기분', 5)","('오늘', 5)","('구름', 5)","('거', 5)","('고민', 3)","('몸', 3)","('날', 6)","('순간', 6)","('눈빛', 3)","('하나로', 2)","('말', 2)","('송이', 2)","('꽃', 2)","('피고', 2)","('햇살', 2)","('생각', 1)",,,,,,,,,,
"('말', 3)","('오늘', 3)","('달래', 3)","('아픔', 3)","('사랑해요', 3)","('편안', 2)","('행복', 2)","('순간', 1)","('기억', 1)","('사랑', 1)","('하루', 6)","('모습', 5)","('끝', 4)","('사랑해 사랑해', 3)","('곁', 3)","('기억', 2)","('속', 2)","('가슴', 2)","('눈물', 2)","('얼굴', 2)","('말', 4)","('게', 4)","('하루', 3)","('집', 3)","('앞', 3)","('날', 3)","('끝', 3)","('한참', 3)","('번', 2)","('이별', 1)",,,,,,,,,,
"('거', 4)","('자리', 2)","('꿈속', 1)","('재', 1)","('요즘', 1)","('심술', 1)","('장난', 1)","('거지', 1)","('구름', 1)","('뒤', 1)","('날', 4)","('사랑', 3)","('반복', 3)","('곁', 2)","('사람', 2)","('눈', 2)","('말', 1)","('바보', 1)","('진실', 1)","('내 사랑', 1)","('눈', 21)","('터터', 9)","('우', 4)","('거', 4)","('넌', 3)","('눈빛', 3)","('터치', 3)","('뿐', 3)","('머리', 3)","('발끝', 3)",,,,,,,,,,
"('마음', 4)","('생각', 3)","('후회', 3)","('넌', 2)","('우울', 2)","('어떤날', 2)","('음', 2)","('비', 2)","('노래', 2)","('라디오', 2)","('사랑', 4)","('가슴', 3)","('기쁨', 2)","('사람', 2)","('행복', 2)","('입', 2)","('말', 2)","('사랑은', 2)","('달', 2)","('빛', 2)","('넌', 3)","('물', 2)","('번', 2)","('생각', 2)","('남', 2)","('척', 2)","('착각', 2)","('건', 2)","('날', 2)","('거', 2)",,,,,,,,,,
"('사랑', 4)","('사랑으로', 4)","('하늘', 3)","('끝', 3)","('마지막', 3)","('남은', 3)","('진실', 3)","('하나로', 3)","('진정', 3)","('옷', 2)","('사람', 5)","('날', 5)","('말', 4)","('사랑', 4)","('거', 3)","('마음', 2)","('미련', 2)","('진심', 2)","('못 잊어', 2)","('뿐', 1)","('순간', 4)","('준비', 3)","('선물', 3)","('게', 3)","('일상', 3)","('눈', 2)","('사랑', 2)","('남', 2)","('얘기', 2)","('예뻐', 2)",,,,,,,,,,
"('하늘', 5)","('날', 5)","('사랑', 4)","('사랑해', 3)","('아름다운 세상', 3)","('고운', 3)","('눈', 3)","('몫', 3)","('너를 사랑해', 2)","('테', 1)","('매력', 4)","('남자들', 2)","('날', 2)","('마다', 1)","('고개', 1)","('뒤', 1)","('시선', 1)","('눈길', 1)","('부담', 1)","('여자', 1)","('속', 4)","('곁', 4)","('여행', 3)","('이제', 3)","('집', 3)","('넌', 2)","('맘', 2)","('위', 2)","('서랍', 1)","('하늘', 1)",,,,,,,,,,
"('처음', 3)","('사랑', 3)","('순간', 2)","('거', 2)","('말', 2)","('이별', 2)","('이제', 2)","('기억', 2)","('사랑해요', 2)","('운명', 1)","('넌', 9)","('만해', 6)","('맘', 4)","('행복', 4)","('하루하루', 4)","('사랑', 3)","('후회', 3)","('기억', 3)","('길', 3)","('생각', 2)","('게', 4)","('사랑', 3)","('법', 3)","('서로', 3)","('남', 2)","('고민', 2)","('사랑해', 2)","('사람', 2)","('모습', 1)","('나중', 1)",,,,,,,,,,
"('슬픔', 4)","('날', 4)","('테', 3)","('게', 2)","('시작', 2)","('행복', 2)","('후회', 2)","('그날', 2)","('남은', 2)","('몫', 2)","('맘', 7)","('날', 6)","('목소리', 3)","('대답', 3)","('밖', 2)","('말', 2)","('듯', 2)","('사랑', 1)","('넌', 1)","('거', 1)","('자유', 5)","('숨', 5)","('거', 3)","('곳', 3)","('나기', 3)","('꺼', 2)","('날', 2)","('소리', 2)","('손', 2)","('쯤', 2)",,,,,,,,,,
"('한때', 2)","('나라', 2)","('지금', 2)","('운명', 2)","('길', 2)","('행복', 2)","('바랄', 2)","('곳', 2)","('기억', 2)","('미움', 2)","('말', 8)","('사람', 7)","('날', 4)","('행복', 4)","('넌', 3)","('부족', 2)","('남자', 1)","('이제', 1)","('강요', 1)","('거', 1)","('잠', 5)","('밤', 4)","('눈물', 4)","('말', 3)","('비', 3)","('거리', 3)","('채', 3)","('날', 3)","('생각', 3)","('자리', 3)",,,,,,,,,,
"('사람', 8)","('꽃보다 아름다워', 5)","('노래', 4)","('음', 4)","('외로움', 4)","('우렁', 4)","('온기', 3)","('품', 3)","('고사', 3)","('참사랑', 3)","('몽', 6)","('세상', 5)","('찬바람', 4)","('불', 4)","('대포', 4)","('발사', 4)","('서커스', 4)","('밤', 3)","('눈물', 3)","('사람', 3)","('야야', 15)","('별이 빛나는 밤', 12)","('휘', 9)","('밤', 5)","('날', 4)","('너와 나', 3)","('달', 2)","('새벽', 2)","('거', 2)","('자리', 2)",,,,,,,,,,
"('길', 7)","('연어', 2)","('가야', 2)","('갈래', 2)","('중', 2)","('강물', 1)","('신비', 1)","('이유', 1)","('앞', 1)","('발바닥', 1)","('사랑', 6)","('하루', 5)","('끝', 5)","('마지막 인사', 4)","('오늘', 4)","('마음', 4)","('안고', 4)","('날', 4)","('속', 2)","('미로', 2)","('술', 6)","('넌', 5)","('잔', 5)","('한잔', 4)","('가위', 2)","('후회', 2)","('용기', 2)","('오늘', 2)","('뿐', 2)","('거', 2)",,,,,,,,,,
"('말', 2)","('테', 2)","('건', 2)","('바램', 2)","('세상', 2)","('사랑', 2)","('진심', 1)","('이해', 1)","('재능', 1)","('보석', 1)","('번', 6)","('거', 5)","('여자', 5)","('넌', 5)","('이제', 5)","('바람', 3)","('날', 3)","('남자들', 3)","('정신', 3)","('차려', 3)","('롤러코스터', 10)","('넌', 5)","('느낌', 4)","('너 때문에', 2)","('걱정', 2)","('처음', 2)","('위험', 2)","('손', 2)","('잡아줘', 2)","('기분', 1)",,,,,,,,,,
"('거', 6)","('말', 5)","('모습', 4)","('너에게', 3)","('얘기', 2)","('넌', 2)","('간직', 2)","('사랑', 1)","('뿐', 1)","('곁', 1)","('고민', 8)","('순간', 8)","('이제', 4)","('맘', 4)","('오늘', 3)","('이건', 2)","('마음', 2)","('옷', 1)","('머리', 1)","('말', 1)","('곁', 4)","('운명', 3)","('곳', 2)","('기대', 2)","('상처', 2)","('밤', 2)","('맘', 2)","('물결', 1)","('발목', 1)","('기억', 1)",,,,,,,,,,
"('사랑', 6)","('날', 6)","('헤이', 4)","('믿음', 3)","('말', 2)","('생각', 2)","('처음', 2)","('약속', 2)","('사랑해', 2)","('사람', 1)","('라라', 16)","('너를 사랑해', 6)","('너를 기억해', 6)","('사랑', 4)","('천국', 3)","('말', 3)","('사랑해', 2)","('영원', 2)","('번', 2)","('맘', 2)","('운명', 7)","('우연이', 7)","('건', 5)","('우주', 3)","('걱정', 3)","('완전', 3)","('날', 3)","('말', 2)","('너에게', 2)","('무한', 2)",,,,,,,,,,
"('건', 2)","('이해', 2)","('곳', 2)","('모습', 1)","('필요', 1)","('서로', 1)","('준비', 1)","('눈물', 1)","('뿐', 1)","('이예', 1)","('사람', 5)","('사랑', 3)","('바보', 3)","('필요', 3)","('장난', 3)","('날', 2)","('떠나지마', 2)","('기억', 1)","('힘', 1)","('내', 1)","('날', 5)","('가을', 4)","('사랑', 3)","('밤새', 3)","('힘', 2)","('계절', 2)","('그날들', 2)","('시절', 2)","('안고', 2)","('가슴', 2)",,,,,,,,,,
"('사랑', 5)","('하루', 4)","('넌', 4)","('마음', 3)","('지금', 3)","('사람', 3)","('미래', 3)","('이제', 3)","('행복', 3)","('중', 2)","('걸음', 4)","('번', 4)","('발', 4)","('못 잊어', 4)","('발자국', 3)","('한걸음', 3)","('마지막', 3)","('발걸음', 3)","('마디', 3)","('맘', 2)","('사랑', 7)","('척', 6)","('날', 6)","('거짓', 4)","('인형', 4)","('완벽', 3)","('약점', 3)","('꿈속', 3)","('꽃', 3)","('하네', 2)",,,,,,,,,,
"('게', 4)","('거', 4)","('날', 4)","('내', 3)","('게로', 3)","('말', 3)","('생각', 2)","('생활', 2)","('속', 2)","('일상', 2)","('시작', 1)","('Show Time', 1)","('녹', 1)","('아든', 1)","('눈빛', 1)","('몸짓', 1)","('밤', 1)","('늑대들', 1)","('핑크빛', 1)","('립스틱', 1)","('보고 싶다', 15)","('겨울', 6)","('봄날', 3)","('밤', 3)","('끝', 3)","('말', 2)","('눈', 2)","('먼지', 2)","('눈꽃', 2)","('꽃', 2)",,,,,,,,,,
