1990s_빈도_1,1990s_빈도_2,1990s_빈도_3,1990s_빈도_4,1990s_빈도_5,1990s_빈도_6,1990s_빈도_7,1990s_빈도_8,1990s_빈도_9,1990s_빈도_10,2000s_빈도_1,2000s_빈도_2,2000s_빈도_3,2000s_빈도_4,2000s_빈도_5,2000s_빈도_6,2000s_빈도_7,2000s_빈도_8,2000s_빈도_9,2000s_빈도_10,2010s_빈도_1,2010s_빈도_2,2010s_빈도_3,2010s_빈도_4,2010s_빈도_5,2010s_빈도_6,2010s_빈도_7,2010s_빈도_8,2010s_빈도_9,2010s_빈도_10,2020s_빈도_1,2020s_빈도_2,2020s_빈도_3,2020s_빈도_4,2020s_빈도_5,2020s_빈도_6,2020s_빈도_7,2020s_빈도_8,2020s_빈도_9,2020s_빈도_10
"('안녕', 14)","('사랑', 4)","('하늘', 3)","('우', 3)","('마련', 3)","('학교', 3)","('앞길', 3)","('말', 3)","('하네', 3)","('비', 2)","('말', 5)","('사랑', 5)","('대화', 4)","('머리', 3)","('필요', 3)","('첨', 2)","('사람', 2)","('맘', 2)","('집착', 2)","('구속', 2)","('이젠 안녕', 12)","('눈동자', 6)","('날', 5)","('입술', 5)","('그리워', 3)","('사람', 3)","('사랑', 3)","('달빛', 3)","('아래', 3)","('안녕', 2)","('이 노래', 6)","('이제', 4)","('얘기', 4)","('꺼', 3)","('노래', 3)","('너에게', 2)","('사랑', 2)","('생각', 1)","('표정', 1)","('고개', 1)"
"('날', 5)","('안길', 4)","('곳', 4)","('웃음', 2)","('가지', 2)","('사이', 2)","('기억', 2)","('내 사랑', 2)","('내 곁에 있어', 2)","('세상', 2)","('낭만 고양이', 7)","('바다', 6)","('도시', 4)","('자유', 3)","('별빛', 3)","('별', 2)","('이제', 2)","('거', 2)","('요', 2)","('거미', 2)","('첫사랑', 12)","('사랑', 7)","('꽃', 2)","('봄이', 2)","('눈', 2)","('부신', 2)","('꽃처럼', 2)","('어린애', 2)","('향기', 1)","('바람', 1)",0,0,0,0,0,0,0,0,0,0
"('내일', 10)","('꿈', 6)","('과거', 5)","('필요', 5)","('일기도', 5)","('거리', 3)","('적', 2)","('세상', 2)","('빗소리', 1)","('불빛', 1)","('사랑', 7)","('사랑해', 4)","('평생', 4)","('이서', 4)","('요령', 2)","('맘', 2)","('가요', 2)","('말', 1)","('단장', 1)","('부지런', 1)","('Come on', 24)","('무릎', 6)","('발', 6)","('머리', 5)","('어깨', 5)","('링', 3)","('아가씨', 2)","('분', 2)","('이건', 2)","('크레용', 1)","('라라', 20)","('사랑', 7)","('말', 5)","('너에게', 4)","('곁', 3)","('우', 2)","('바라', 2)","('눈물', 2)","('맘', 2)","('생각', 1)"
"('밤', 7)","('불빛', 2)","('모습', 2)","('사랑', 2)","('이별', 2)","('말', 2)","('눈가', 1)","('줄기', 1)","('눈물', 1)","('마음', 1)","('날', 3)","('뿐', 3)","('속', 2)","('거짓', 2)","('무어', 2)","('하루', 2)","('종일', 2)","('사랑', 2)","('쯤', 1)","('마음', 1)","('라라', 12)","('곳', 8)","('그날', 6)","('랄', 6)","('맘', 5)","('밤', 5)","('테', 3)","('아아', 3)","('기억', 2)","('하네', 2)","('말', 4)","('맘', 3)","('아픔', 3)","('슬픔', 3)","('외로움', 3)","('눈물', 3)","('차오', 3)","('안녕', 3)","('게', 2)","('번', 2)"
"('거지', 6)","('음', 6)","('바람', 4)","('난', 2)","('치', 2)","('앞', 2)","('날', 2)","('비오', 2)","('비', 2)","('건', 2)","('괜찮아', 5)","('사랑', 4)","('기억', 4)","('오늘', 3)","('날', 3)","('눈물', 3)","('길', 2)","('번', 2)","('맘', 2)","('남은', 2)","('건', 4)","('날', 3)","('별', 3)","('넌', 3)","('말', 2)","('송이', 2)","('밤', 2)","('언덕', 2)","('이서', 2)","('손', 2)","('바람', 4)","('바다', 3)","('영화관', 3)","('자유', 3)","('햇살', 2)","('맘', 2)","('발길', 2)","('하루', 2)","('길', 2)","('소리', 1)"
"('마음', 6)","('한번쯤', 3)","('모습', 3)","('짐작', 3)","('사람', 2)","('영화', 2)","('속', 2)","('골목', 2)","('바보', 2)","('이제', 1)","('필요', 3)","('내일', 3)","('그날', 3)","('남', 2)","('인생', 2)","('용기', 2)","('거울', 2)","('말', 2)","('표정', 1)","('웃음', 1)","('Trouble Maker', 18)","('맘', 8)","('앞', 4)","('입술', 3)","('이제', 2)","('거', 2)","('눈', 1)","('곁', 1)","('서면', 1)","('고양이', 1)","('결말', 2)","('흉', 2)","('짐', 2)","('일부', 2)","('겁', 2)","('제일', 1)","('곳', 1)","('원', 1)","('혈관', 1)","('속', 1)"
"('마음', 3)","('처음', 2)","('사랑', 2)","('거', 2)","('힘', 2)","('누', 2)","('군가', 2)","('게', 2)","('필요', 2)","('이유', 2)","('말', 5)","('곳', 3)","('곁', 3)","('미소', 2)","('맘', 2)","('사랑', 1)","('오래전', 1)","('전해', 1)","('오늘', 1)","('주위', 1)","('립스틱', 8)","('스틱', 8)","('입술', 6)","('위', 6)","('셔츠', 3)","('쇄골', 3)","('눈', 2)","('거', 2)","('눈빛', 2)","('피부', 2)",0,0,0,0,0,0,0,0,0,0
"('속', 13)","('이제', 9)","('모습', 8)","('기억', 6)","('마음', 5)","('없어', 4)","('곁', 3)","('밤', 2)","('거리', 2)","('발걸음', 2)","('사랑', 4)","('말', 3)","('거', 3)","('건', 3)","('이제', 3)","('가요', 2)","('남', 2)","('가슴', 2)","('머리', 1)","('사이', 1)","('건', 4)","('밤', 4)","('날', 4)","('뿐', 3)","('땜', 3)","('노력', 3)","('속', 3)","('너에게', 2)","('말', 2)","('사이', 2)","('오늘', 2)","('밤', 2)","('독', 2)","('꽃', 2)","('혼', 2)","('팝콘', 1)","('생각', 1)","('눈', 1)","('척', 1)","('손끝', 1)"
"('날', 9)","('얘기', 6)","('이제', 6)","('말', 4)","('얼굴', 4)","('이름', 4)","('사랑은', 4)","('듯', 4)","('건', 4)","('이별', 4)","('하네', 4)","('기억', 3)","('슬픔', 3)","('말', 2)","('마음', 2)","('삶', 2)","('나야', 2)","('세상', 2)","('사랑', 2)","('달빛', 1)","('꽃송이', 13)","('사람', 9)","('거', 7)","('번', 3)","('꽃', 3)","('송이', 3)","('거리', 3)","('길', 3)","('넌', 2)","('말', 2)","('사랑해', 6)","('사랑', 4)","('너를 사랑해', 3)","('너에게', 3)","('눈물', 2)","('밤하늘', 2)","('별', 2)","('보석', 2)","('힘', 2)","('사람', 2)"
"('사람', 2)","('사랑', 2)","('마음', 2)","('불빛', 1)","('서로', 1)","('눈길', 1)","('어깨', 1)","('향기', 1)","('내음', 1)","('침묵', 1)","('사랑', 4)","('내 사랑', 4)","('부족', 4)","('행복', 3)","('가요', 3)","('사람', 2)","('절대', 1)","('짝', 1)","('영혼', 1)","('밖', 1)","('Only One', 7)","('순간', 4)","('바보', 3)","('모습', 2)","('내사랑', 2)","('이제', 2)","('안녕', 2)","('이별', 2)","('쯤', 2)","('사랑', 1)","('난나', 14)","('나나', 8)","('너에게', 4)","('곁', 4)","('밤하늘', 3)","('별', 3)","('사랑하니까', 3)","('사람', 2)","('말', 2)","('행복', 2)"
"('꿈속', 10)","('이제', 7)","('뿐', 5)","('내', 4)","('마음', 3)","('이별', 3)","('애', 3)","('손', 2)","('모습', 2)","('편지', 2)","('안녕', 4)","('꺼', 3)","('거', 2)","('연락', 2)","('아냐', 2)","('지', 2)","('사랑', 1)","('말', 1)","('끝', 1)","('날', 1)","('말', 6)","('영화', 4)","('여행', 4)","('가도', 4)","('음악', 4)","('여자', 4)","('뿐', 3)","('바', 3)","('그리워', 3)","('삶', 2)","('배', 9)","('옷', 7)","('게', 5)","('기분', 3)","('반경', 3)","('젤', 3)","('평생', 3)","('리', 3)","('셀러', 3)","('개성', 3)"
"('향기', 2)","('입가', 2)","('미소', 2)","('너에게', 2)","('사랑', 2)","('필요', 2)","('내', 2)","('순', 2)","('없어', 2)","('날', 2)","('사랑은', 5)","('아픔', 3)","('이제', 3)","('서로', 2)","('마지막', 2)","('빌', 2)","('다음번', 2)","('행복', 2)","('사랑', 2)","('위험', 1)","('밤', 11)","('집', 4)","('눈', 3)","('세상', 3)","('간섭', 3)","('상관', 3)","('속', 2)","('날', 2)","('전화', 2)","('엄마', 2)","('밤하늘', 6)","('펄', 6)","('별', 3)","('눈물', 2)","('아버지', 2)","('작품', 1)","('전시', 1)","('밀라노', 1)","('일방통행', 1)","('피', 1)"
"('욕심', 12)","('우', 6)","('사랑', 3)","('이것저것', 1)","('오늘', 1)","('웬일', 1)","('새침', 1)","('머리', 1)","('맘', 1)","('투정', 1)","('넌', 4)","('거', 3)","('날', 2)","('반', 2)","('부담', 2)","('방법', 2)","('이별', 2)","('이제', 2)","('머리', 2)","('술', 2)","('말', 6)","('사람', 5)","('맘', 4)","('곁', 4)","('눈', 2)","('생각', 1)","('평소', 1)","('보통 사람들', 1)","('밤', 1)","('유일한', 1)","('날', 6)","('순간', 6)","('눈빛', 3)","('하나로', 2)","('말', 2)","('송이', 2)","('꽃', 2)","('피고', 2)","('햇살', 2)","('생각', 1)"
"('눈', 4)","('사랑', 3)","('맘', 3)","('생각', 3)","('하늘', 2)","('모습', 2)","('거', 2)","('흰', 2)","('남', 1)","('가슴', 1)","('사랑', 3)","('모습', 2)","('건지', 2)","('타이', 2)","('틀', 2)","('사람', 2)","('행복', 2)","('소원', 2)","('그대에게', 2)","('기회', 2)","('문자', 4)","('너에게', 4)","('위험', 4)","('좋은 아침', 3)","('답장', 3)","('느낌', 3)","('늦기 전에', 3)","('기억', 2)","('고백', 2)","('맘', 2)","('눈', 16)","('처음', 3)","('밤', 3)","('기억', 2)","('주머니', 2)","('채', 2)","('이제', 2)","('창문', 2)","('너머', 2)","('한참', 2)"
"('길', 6)","('생각', 3)","('아픔', 3)","('모습', 2)","('상처', 2)","('날', 2)","('입술', 1)","('자리', 1)","('후회', 1)","('눈물', 1)","('마음', 5)","('사랑', 4)","('마음속', 2)","('말', 2)","('날', 2)","('홀로', 1)","('눈물', 1)","('내', 1)","('세상 끝까지', 1)","('라도', 1)","('춥다', 14)","('손', 6)","('기억', 4)","('바람', 4)","('마음', 4)","('꽃', 3)","('겨울', 3)","('입술', 3)","('가슴', 3)","('구멍', 3)","('세상', 3)","('무어', 2)","('사람', 2)","('비', 2)","('우산', 2)","('안고', 2)","('거', 2)","('부족', 1)","('여태', 1)","('작정', 1)"
"('꿈', 5)","('채', 5)","('거리', 4)","('이제', 3)","('하늘', 3)","('구름', 3)","('위', 3)","('숨', 3)","('생활', 3)","('일거', 3)","('Come on', 8)","('여름', 6)","('바다', 5)","('춤', 4)","('거', 4)","('데', 3)","('마지막', 3)","('바닷가', 2)","('기전', 2)","('Oh!', 1)","('마음', 7)","('가슴', 6)","('손길', 3)","('상처', 3)","('사랑', 1)","('이제', 1)","('한참', 1)","('거', 1)","('품', 1)","('얼음', 1)","('날', 11)","('사랑', 10)","('말', 10)","('거', 6)","('너를 사랑해', 3)","('사랑해', 3)","('나름', 3)","('행복', 3)","('방', 3)","('천장', 3)"
"('굿바이', 12)","('사랑', 7)","('내사랑', 6)","('행복', 6)","('맘', 6)","('말', 4)","('이별', 4)","('얘기', 3)","('진실', 3)","('이해', 3)","('사랑', 3)","('꿈', 3)","('품', 3)","('마음', 2)","('눈길', 2)","('게', 2)","('숨결', 2)","('순간', 2)","('더 가까이', 2)","('어제', 2)","('후후', 12)","('우', 6)","('눈물', 5)","('하루', 4)","('종일', 4)","('생각', 3)","('추억', 3)","('걸음', 2)","('모습', 2)","('뿐', 2)","('말', 9)","('맘', 7)","('내 손을 잡아', 6)","('눈', 5)","('건', 5)","('느낌', 3)","('딴청', 3)","('피우지', 3)","('거', 3)","('고개', 1)"
"('마음', 4)","('사람', 4)","('사랑', 3)","('눈물', 2)","('주리', 2)","('새끼손가락', 1)","('영원', 1)","('맘', 1)","('뒷모습', 1)","('걸음', 1)","('라라', 15)","('사랑', 6)","('생각', 3)","('추억', 3)","('랄', 3)","('바보', 2)","('이제', 2)","('살다보면', 2)","('전화', 1)","('대일', 1)","('목소리', 4)","('거', 4)","('독하게', 3)","('넌', 2)","('자리', 2)","('음악', 2)","('가슴', 2)","('처음', 1)","('눈', 1)","('뒤', 1)",0,0,0,0,0,0,0,0,0,0
"('너를 사랑해', 6)","('곁', 2)","('어깨', 2)","('이별', 2)","('슬픔', 2)","('눈물', 2)","('꿈', 2)","('하늘', 2)","('아침', 1)","('소리', 1)","('아냐', 12)","('사람', 9)","('나쁜 남자', 9)","('너에게', 8)","('남자', 6)","('말', 5)","('날', 2)","('사랑', 2)","('하루', 2)","('생각', 2)","('날', 3)","('손목', 3)","('곱슬머리', 3)","('하나하나', 3)","('하이', 3)","('톤', 3)","('목소리', 3)","('번', 2)","('배', 2)","('마음', 2)","('약속', 4)","('날', 2)","('그대에게', 2)","('노래', 2)","('빛', 2)","('길', 2)","('눈물', 1)","('뒤', 1)","('마음', 1)","('곁', 1)"
"('가야', 6)","('파란', 4)","('넥타이', 4)","('무늬', 4)","('팬티', 4)","('아냐', 4)","('방', 4)","('사랑', 4)","('거리', 2)","('시선', 2)","('어머니', 7)","('집', 4)","('테', 4)","('용서', 4)","('세', 3)","('날', 3)","('이제', 3)","('아버지', 3)","('절', 2)","('주무', 2)","('얘기', 4)","('밖', 4)","('문자', 4)","('뭐', 3)","('자니', 3)","('금', 3)","('뜻', 3)","('아니야', 3)","('밤', 2)","('분', 2)","('바라', 5)","('텐', 4)","('데', 4)","('곁', 4)","('맘', 4)","('보고 싶다', 3)","('사람', 2)","('바보', 2)","('사랑', 2)","('이름', 2)"
"('이별', 5)","('눈물', 4)","('사랑', 3)","('울면', 3)","('준비', 2)","('날', 2)","('용서', 2)","('이해', 2)","('사랑하니까', 2)","('이제', 1)","('사랑', 8)","('곳', 6)","('거', 4)","('눈물', 4)","('운명', 3)","('영원', 3)","('세상', 3)","('하나로', 3)","('행복', 3)","('삶', 2)","('눈물', 23)","('앞', 7)","('발버둥', 6)","('집', 5)","('골목길', 3)","('사이', 3)","('계단', 3)","('길', 3)","('맘', 2)","('사랑', 2)","('거', 6)","('사건', 4)","('지평선 너머', 4)","('별', 3)","('자리', 3)","('아스라이', 3)","('빛', 3)","('한동안', 3)","('맘', 3)","('숨', 3)"
"('맘', 4)","('속', 3)","('사랑', 3)","('웃음', 2)","('뒤', 2)","('그리워', 2)","('말', 2)","('이제', 2)","('가슴', 2)","('슬픔', 2)","('날', 6)","('이제', 3)","('번', 2)","('말', 2)","('넌', 2)","('내 사랑', 1)","('텐', 1)","('데', 1)","('이대로', 1)","('예전', 1)","('힘', 6)","('아냐', 4)","('빛', 4)","('내 손을 잡아', 4)","('기대', 4)","('속', 3)","('처음', 2)","('떡', 2)","('말', 2)","('내', 1)","('거', 4)","('건', 4)","('날', 3)","('끼', 3)","('손', 3)","('떼', 3)","('착한 남자', 3)","('독', 3)","('배', 3)","('곳', 3)"
"('서면', 4)","('당신은 나', 3)","('남자', 3)","('앞', 2)","('뒤', 2)","('눈', 2)","('사랑', 2)","('때문', 2)","('침묵', 2)","('당신의 여자', 2)","('생각', 4)","('넌', 3)","('그릴', 3)","('숨', 3)","('날', 2)","('슬픔', 2)","('아픔', 2)","('며칠', 1)","('하루', 1)","('뿐', 1)","('눈물', 10)","('눈', 6)","('가슴', 6)","('날', 6)","('샤워', 6)","('속', 5)","('차고', 4)","('볼', 4)","('모습', 3)","('후회', 2)","('말', 5)","('아침', 3)","('심장', 3)","('미로', 2)","('건', 2)","('기억', 1)","('마음', 1)","('여름', 1)","('날', 1)","('하루', 1)"
"('어둠', 5)","('속', 5)","('눈빛', 3)","('빛', 2)","('곁', 2)","('사랑은 아니지만', 2)","('만남', 2)","('빛으로', 2)","('눈', 1)","('모습', 1)","('사랑', 11)","('맘', 8)","('말', 5)","('마음', 4)","('날', 3)","('라고', 3)","('사람', 3)","('게', 2)","('손짓', 1)","('목소리', 1)","('넌', 5)","('물음표', 4)","('데', 4)","('문자', 3)","('맘', 2)","('위험', 2)","('대체', 2)","('여자', 2)","('입가', 2)","('미소', 2)","('말', 5)","('눈', 4)","('남', 2)","('넌', 2)","('날', 2)","('번', 2)","('매일', 2)","('지난날', 2)","('꿈', 2)","('원', 2)"
"('너에게', 8)","('건', 8)","('날', 6)","('아냐', 4)","('아니야', 4)","('오늘', 2)","('흠', 2)","('번', 2)","('사랑하고 있다는 걸', 2)","('고백', 2)","('사랑', 5)","('가슴', 2)","('척', 2)","('상속', 2)","('넌', 2)","('행복', 2)","('곁', 2)","('보니', 1)","('열', 1)","('그리움', 1)","('말', 6)","('동이', 6)","('사랑', 4)","('눈물', 4)","('하루', 4)","('종일', 4)","('애원', 3)","('빈자리', 3)","('전', 2)","('가슴', 2)","('길', 5)","('건', 4)","('넌', 3)","('제일', 3)","('날', 3)","('데자뷰', 3)","('낯선', 3)","('갤럭시', 3)","('장르', 3)","('판타지', 3)"
"('노래', 6)","('속', 5)","('나의 노래는', 4)","('빛', 2)","('힘', 2)","('삶', 2)","('마음', 2)","('하리', 2)","('시와', 1)","('양식', 1)","('속', 6)","('꿈', 6)","('기억', 6)","('맘', 5)","('이제', 5)","('소망', 5)","('하늘', 5)","('얘기', 3)","('곳', 3)","('부', 2)","('랄', 24)","('이름', 16)","('말', 5)","('이예', 5)","('살', 4)","('전화번호', 4)","('돌리지', 2)","('리지', 2)","('문', 2)","('곳', 2)","('말', 5)","('예상', 3)","('행운', 3)","('아야 정', 3)","('말로', 3)","('전', 3)","('의미', 3)","('날', 2)","('걱정', 2)","('달려와', 2)"
"('순', 6)","('거', 5)","('다시 시작해', 5)","('신문', 2)","('얘기', 2)","('탓', 2)","('상처', 1)","('좌절', 1)","('후회', 1)","('지금', 1)","('결혼', 12)","('사랑', 6)","('날', 5)","('할거', 4)","('목숨', 3)","('테', 3)","('사실', 3)","('건', 3)","('약속', 3)","('행복', 3)","('그리워', 12)","('사랑해', 6)","('괜찮아', 6)","('떡', 4)","('말', 4)","('듯이', 3)","('기억', 3)","('듯', 3)","('너를 사랑해', 3)","('고백', 3)","('거', 6)","('사건', 4)","('지평선 너머', 4)","('별', 3)","('자리', 3)","('아스라이', 3)","('빛', 3)","('한동안', 3)","('맘', 3)","('숨', 3)"
"('미로', 2)","('속', 2)","('과거', 2)","('이유', 2)","('하루', 2)","('건', 2)","('너에게', 2)","('눈', 1)","('밤', 1)","('추억', 1)","('날', 8)","('순간', 5)","('속', 3)","('넌', 3)","('립스틱', 3)","('거', 3)","('내숭', 2)","('우는 남자', 2)","('매력', 2)","('용기', 2)","('말', 12)","('My Love', 7)","('넌', 6)","('눈물', 4)","('마지막', 3)","('사랑', 3)","('햇살', 2)","('아침', 2)","('밤', 2)","('달빛', 2)","('자유', 21)","('지금', 3)","('한적', 3)","('대', 3)","('홀린', 3)","('듯이', 3)","('춤', 3)","('다', 3)","('알고리즘', 3)","('예상', 3)"
"('실수', 3)","('지금', 3)","('사랑', 3)","('슬픔', 2)","('곁', 2)","('남인', 2)","('창밖', 1)","('불빛', 1)","('사이', 1)","('고개', 1)","('잊을게', 11)","('하네', 3)","('바보', 3)","('아침', 2)","('눈', 2)","('길', 2)","('지금', 2)","('곁', 2)","('그리워', 2)","('생각', 2)","('곁', 4)","('말', 3)","('모습', 3)","('곳', 3)","('눈물', 2)","('숨', 2)","('이별', 1)","('욕실', 1)","('칫솔', 1)","('진한', 1)","('퀸', 29)","('카', 29)","('카카', 3)","('준비', 2)","('날', 2)","('Kiss Kiss', 1)","('화', 1)","('목', 1)","('금', 1)","('토', 1)"
"('이제', 5)","('앞', 5)","('거', 5)","('날', 5)","('세상', 5)","('고민', 2)","('건', 1)","('생각', 1)","('해서', 1)","('인가', 1)","('살', 2)","('맘', 2)","('뒤', 2)","('이별', 2)","('눈물', 2)","('거리', 1)","('게', 1)","('텐', 1)","('데', 1)","('대화', 1)","('넌', 5)","('내일', 3)","('전화', 2)","('아침', 2)","('옆', 2)","('사람', 2)","('숨', 2)","('중독', 2)","('연애', 2)","('어젯밤', 1)","('맘', 4)","('건', 3)","('꿈', 2)","('척', 2)","('한참', 1)","('용기', 1)","('눈치', 1)","('고개', 1)","('나와 나', 1)","('하트', 1)"
"('사랑', 4)","('말', 4)","('속', 3)","('모습', 3)","('뒤', 3)","('훗날', 3)","('할거', 3)","('이별', 2)","('품', 2)","('간직', 2)","('보고싶다', 6)","('듯', 2)","('사랑', 2)","('기억', 2)","('추억', 2)","('사랑이란', 2)","('변명', 2)","('바보', 1)","('곁', 1)","('상처', 1)","('대', 12)","('날', 4)","('그림자', 3)","('눈', 3)","('불꽃', 3)","('곁', 3)","('이제', 3)","('시선', 2)","('경고', 1)","('위험', 1)","('말', 7)","('사실', 3)","('그대에게', 3)","('사람', 3)","('얼굴', 2)","('녜', 2)","('날', 2)","('행복', 2)","('번', 2)","('사랑', 2)"
"('애', 3)","('사랑', 3)","('얼굴', 2)","('넌', 2)","('이해', 2)","('거', 2)","('양보', 2)","('말', 2)","('건', 2)","('날', 2)","('맘', 9)","('번', 4)","('곁', 4)","('전', 3)","('이제', 2)","('날', 2)","('마음', 2)","('건지', 2)","('넌', 1)","('사랑', 1)","('곳도', 6)","('걸음', 6)","('가슴', 5)","('상처', 4)","('마음', 3)","('거북이', 3)","('마리', 3)","('사랑', 3)","('이야기', 3)","('거북', 2)","('You and I', 8)","('게', 3)","('꿈', 2)","('거', 2)","('말', 2)","('감정', 2)","('의심', 2)","('아냐', 2)","('번', 2)","('앞', 2)"
"('촛불', 5)","('세상', 5)","('순결', 3)","('비밀', 3)","('꿈', 3)","('모습', 3)","('날', 3)","('약속', 3)","('괜찮아', 3)","('넌', 2)","('사랑합니다', 3)","('한번쯤', 2)","('뒤', 2)","('오늘', 2)","('가슴속', 2)","('눈물', 2)","('사람', 1)","('허락', 1)","('맘', 1)","('때문', 1)","('말', 9)","('알랑', 8)","('건지', 4)","('난리', 3)","('소리', 2)","('사람', 1)","('말씀', 1)","('용기', 1)","('패기', 1)","('끼', 1)","('넌', 6)","('순간', 3)","('Just right', 2)","('심장', 2)","('자극', 2)","('속', 2)","('발견', 2)","('Bang Bang', 2)","('용기', 2)","('간', 1)"
